maxtempF,mintempF,avgtempF,totalSnow,humid,wind,precip,q_avgtempF,q_avghumid,q_sumprecip,sunHour,GIS_ACRES,FRI,CEI
1.0547981282846683,1.018943510998642,1.049248369052176,-0.2091138559423559,-0.1022660249529661,-0.8324576736107095,-0.372863980785009,-2.027060904721123,0.2962454954977294,-0.4632991751690423,0.1456179882910926,134.96559,7.334887304189794,35.029713261648745
-0.2900380006238169,0.1803493165652851,-0.2688626062408115,-0.2091138559423559,-0.0355611409172045,-0.2573515898569424,0.2310782358028312,2.061542148197792,-1.872777547685298,-0.7510317889518483,-0.6632332140381947,0.0,6.585344627523788,88.83609318996416
-0.7111193129375402,-0.4466669037843244,-0.7614275994606661,-0.2091138559423559,0.9645038919313385,-1.2655622552030523,0.7311423911375635,-0.7279478082421061,0.9485374888196444,0.0509921313038586,-1.6931704116708148,0.0,3.1932139491046185,51.91428571428574
0.6446504430352413,0.6795528639586098,0.764612810619342,-0.2091138559423559,-0.1245645147592069,1.0235019596391022,-0.5419678014296043,0.0614040507598129,0.4163485012798509,-0.473136187606061,1.500265703185839,11.72539,11.311493520288934,62.46612903225807
-1.105959920296952,-0.4605964145336099,-0.965389476128076,-0.2091138559423559,1.5310507070084127,0.3177544938968247,0.593443565755536,-0.8145517097885298,1.42681977841537,1.0675858853420437,-1.537708193160231,0.0,4.181837025521441,50.4211111111111
-1.171561682682732,-0.7090687684397894,-1.097641413448443,-0.2091138559423559,0.7191569756017059,-1.0880603775012725,0.6417589430825632,1.4971725452004288,-1.8855559488818845,-0.6083951086150727,-1.5941751638888808,0.0,3.2128344586146533,81.37293906810037
1.9220397599908448,2.400976861285893,2.279264859430096,-0.2091138559423559,-2.4602519113866688,-0.4071631746372445,-0.5419678014296043,0.7630800330195046,0.2594930446973463,-0.6200765608840323,1.5176127635628391,66.613121,40.0834638816362,71.73437275985664
-0.9801548738883892,-1.5145333156856555,-1.075746370492071,-0.071771550055105,0.5922906390117851,-0.4952041059773276,0.0321799324732359,-0.5147533812998168,-0.5963339746055327,-0.410117826681408,-0.1130109118750761,0.0,4.303241938265217,54.87598566308244
0.841592400530884,0.6236465843297199,0.8420536672502683,-0.2091138559423559,-0.2718870157867622,-0.917658574907564,-0.4936524241025771,-1.096305772163077,1.543911896275684,5.555700852114926,0.1456179882910926,44.633396,7.243648671235167,45.15025345622121
-1.713117898211174,-1.7800410847649482,-1.7818247691858058,0.1342419087757713,1.5651654905581311,0.4072154402585219,1.504993684658784,-1.5500904139608886,0.0298542355798238,-0.5828803576065545,-1.628513186629274,0.0,3.5125669550885865,41.33677419354839
-0.4232915804699318,-1.0733066508704394,-0.4407901247572885,-0.2091138559423559,0.7172511217721128,-0.576854969720146,-0.252075537467441,0.339946085638558,-0.540891075424715,-0.4417807104630625,0.9682043997165326,0.0,4.679999374540678,66.11394265232975
0.9645957050042212,0.3215267903756149,0.793561290232801,-0.2091138559423559,0.2750930333064886,-0.4490536177748646,-0.5419678014296043,1.3780663557171096,-1.5646993723883655,-0.7513391955905051,-0.037518132991011,138.7429,7.302619756522965,79.8584229390681
