maxtempF,mintempF,avgtempF,totalSnow,humid,wind,precip,q_avgtempF,q_avghumid,q_sumprecip,sunHour,GIS_ACRES,FRI,CEI
0.6529873336717672,0.211408360803558,0.5643245988774984,-0.2091138559423559,-1.0723456242159088,0.2325535925999704,-0.4694947354390634,0.0028469184273488,0.1794476499522463,0.2959952223133636,1.438253777673928,13.647885,13.597749971300654,61.4279211469534
-0.4087947624427167,-1.2567365257711456,-0.7417420035523845,-0.2091138559423559,0.7333828131154553,-0.8568007882669536,0.8220788334637903,0.3753368594667064,1.3897880182992155,-0.6305283865983662,-0.4778623960380648,0.0,4.25593647400168,66.64483870967743
0.7001386003865468,0.6349407822345459,0.6789429445551493,-0.2091138559423559,0.4085028013780131,-0.5555547443959326,-0.4453370467755498,1.499628342921734,-1.375188001636807,-0.4894287394548737,0.9361555784921712,0.0,6.48056201320188,81.36358422939068
-0.1815217520106723,-0.2599361650911948,-0.3446135770059771,-0.2091138559423559,-1.00290901635773,-0.8253575985026383,-0.5170048564773071,0.0920469489934362,0.299643758839626,-0.6557357309682267,-1.1601425564502983,0.0,8.09557732264767,62.93250896057347
-1.1920622334282882,-0.9547175728697624,-1.1858093716620204,-0.2091138559423559,1.3995467927664809,-1.109360602825486,0.3277089904568863,0.2396676786852483,0.26596371051274,-0.1088593207977004,-1.79104649426714,0.0,2.700496995376477,64.68028673835126
0.6213481503544587,0.7349885520081324,0.7258923823038794,-0.2091138559423559,0.1373633298878859,-1.001439461182804,-0.5419678014296043,0.2078241682323195,0.0465895187498509,-0.5896433036570047,1.4009143573902971,13.016274,5.918409714061887,64.43017921146954
0.8456925106799951,1.31823975547654,1.0117769868114057,-0.2091138559423559,-1.5068802973631603,0.4668560711663198,-0.5419678014296043,0.425926292525598,-0.5532737884239581,0.3193581268512842,0.107464629690654,0.0,18.737579205069125,66.97709677419353
0.7554900873995478,0.855177641378659,0.8640956568036631,-0.2091138559423559,-1.1638266080363826,-0.3425524911537967,-0.2762332261309546,-1.262693863964771,0.5197544626673191,0.0413966526543559,0.2051372277077762,15.72661,12.35534836311308,44.89349974398361
-0.3248889368912623,0.3977626262331924,-0.1057518835456924,-0.2091138559423559,1.3156892242643796,-0.7259565469896417,-0.5419678014296043,0.3189080851593724,-0.5309755947147958,-0.2053850053359497,0.0571021963380772,26751.678,3.95757732028716,65.75491039426522
0.115052882108373,-0.5954679611804118,-0.0189064447053181,-0.2091138559423559,-0.2072785709635521,-0.0770096821119337,-0.2923383519066303,-0.721165128821359,1.3346327412114265,1.342758742174013,0.0604596918949135,0.0,8.012049770792403,51.55153609831029
